datetime,open,high,low,close,volume,diff,return,vol
2022-04-21 06:00:00,41475.95703125,41572.90234375,41462.82421875,41536.8203125,177278976,60.34765625,0.0014549852575496125,0.002467544323966821
2022-04-21 07:00:00,41530.6328125,41793.26953125,41498.91015625,41793.26953125,127262720,256.44921875,0.006174021430157994,0.003057407907908292
2022-04-21 08:00:00,41792.55859375,41962.3671875,41778.4375,41921.4296875,895590400,128.16015625,0.003066526205952158,0.003130088831663489
2022-04-21 09:00:00,41923.55078125,41924.640625,41772.921875,41817.05078125,163837952,-104.37890625,-0.0024898699073023778,0.0030882902902616507
2022-04-21 10:00:00,41818.17578125,42345.4140625,41797.78515625,42283.92578125,1234391040,466.875,0.011164704140477877,0.004404191501039228
2022-04-21 11:00:00,42273.58203125,42559.89453125,42261.078125,42432.4609375,196429824,148.53515625,0.003512804298693162,0.004417522764840124
2022-04-21 12:00:00,42442.93359375,42709.74609375,42416.109375,42709.74609375,712701952,277.28515625,0.0065347413306624524,0.004543901031638815
2022-04-21 13:00:00,42699.90234375,42893.58203125,42637.8203125,42702.37890625,433686528,-7.3671875,-0.00017249429401500205,0.0046094697528683256
2022-04-21 14:00:00,42699.87109375,42699.87109375,42477.94921875,42498.5546875,0,-203.82421875,-0.004773134986167382,0.004985107165624163
2022-04-21 15:00:00,42508.37109375,42548.39453125,42175.83984375,42175.83984375,0,-322.71484375,-0.007593548677666373,0.005652110709473077
2022-04-21 16:00:00,42174.58984375,42174.58984375,41919.80859375,41919.80859375,0,-256.03125,-0.006070566726081195,0.006164350587478467
2022-04-21 17:00:00,41901.40234375,41910.75390625,41579.8359375,41579.8359375,864917504,-339.97265625,-0.00811007176928491,0.006463268025502379
2022-04-21 18:00:00,41579.671875,41639.953125,41481.67578125,41509.4375,190140416,-70.3984375,-0.0016930907953994767,0.006346199485739393
2022-04-21 19:00:00,41492.48046875,41525.46484375,41305.2265625,41305.2265625,396150784,-204.2109375,-0.004919626711395453,0.006456452493921231
2022-04-21 20:00:00,41298.71484375,41298.71484375,40701.94921875,40701.94921875,1006561280,-603.27734375,-0.014605351282534818,0.006100637690556771
2022-04-21 21:00:00,40690.94140625,40829.32421875,40648.4765625,40754.671875,532004864,52.72265625,0.001295334922822633,0.005840493415365358
2022-04-21 22:00:00,40753.80078125,40796.2890625,40063.828125,40400.53515625,1756653568,-354.13671875,-0.008689475401401414,0.004648855721300427
2022-04-21 23:00:00,40397.13671875,40530.44140625,40370.96875,40529.58203125,684154880,129.046875,0.003194187267592019,0.005172614010931852
2022-04-22 00:00:00,40525.86328125,40605.26171875,40382.83203125,40462.00390625,755167232,-67.578125,-0.0016673777920506172,0.005292704916295411
2022-04-22 01:00:00,40463.83203125,40546.17578125,40392.078125,40545.71484375,235565056,83.7109375,0.0020688776980486434,0.005615622904023948
2022-04-22 02:00:00,40545.42578125,40627.86328125,40483.31640625,40490.2734375,353492992,-55.44140625,-0.0013673801649237705,0.00561241925398674
2022-04-22 03:00:00,40490.33203125,40581.14453125,40490.33203125,40533.99609375,66744320,43.72265625,0.0010798310936943611,0.005516035640683405
2022-04-22 04:00:00,40532.4375,40627.3828125,40519.703125,40616.09375,0,82.09765625,0.0020254024809229776,0.005700988471268217
2022-04-22 05:00:00,40622.32421875,40725.96484375,40622.32421875,40679.76953125,60301312,63.67578125,0.0015677475446540523,0.005720962169623688
2022-04-22 06:00:00,40683.21875,40777.7578125,40667.3046875,40693.71875,0,13.94921875,0.0003429030918988829,0.003401948732016953
2022-04-22 07:00:00,40689.63671875,40746.3359375,40390.8984375,40689.9453125,779251712,-3.7734375,-9.272776280733197e-05,0.0033707187307601143
2022-04-22 08:00:00,40700.0234375,40766.83203125,40400.34765625,40442.25,0,-247.6953125,-0.00608738376514617,0.0026651721379618645
2022-04-22 09:00:00,40438.015625,40471.96484375,40346.23046875,40346.23046875,0,-96.01953125,-0.0023742381111337973,0.0025264549292335612
2022-04-22 10:00:00,40328.59765625,40472.078125,40255.8203125,40459.0390625,334594048,112.80859375,0.0027960132195590237,0.0026773340198720445
2022-04-22 11:00:00,40459.8203125,40569.390625,40459.1328125,40566.1484375,719372288,107.109375,0.002647353409321873,0.002732775493323118
2022-04-22 12:00:00,40569.52734375,40609.72265625,40431.828125,40431.828125,481705984,-134.3203125,-0.0033111428536762855,0.0029085627776165306
2022-04-22 13:00:00,40439.8046875,40524.7578125,40196.3671875,40301.44140625,1902653440,-130.38671875,-0.0032248534087276903,0.0030241172266105352
2022-04-22 14:00:00,40288.0078125,40409.82421875,39925.96875,39955.62109375,4130795520,-345.8203125,-0.008580842283382184,0.003778192177316395
2022-04-22 15:00:00,39947.60546875,39978.80859375,39482.03515625,39495.65625,4390088704,-459.96484375,-0.0115118932245043,0.004699246172918044
2022-04-22 16:00:00,39504.234375,39536.67578125,39315.41796875,39453.45703125,216633344,-42.19921875,-0.0010684521478232512,0.004610051549507923
2022-04-22 17:00:00,39454.06640625,39533.89453125,39389.5703125,39389.5703125,0,-63.88671875,-0.001619293302977165,0.004524593444383177
2022-04-22 18:00:00,39390.19140625,39606.5703125,39323.9453125,39477.43359375,0,87.86328125,0.0022306229936739363,0.004702719442193574
2022-04-22 19:00:00,39489.36328125,39752.7734375,39489.36328125,39544.9765625,0,67.54296875,0.0017109260304268847,0.0048794807256524065
2022-04-22 20:00:00,39537.5,39599.77734375,39466.265625,39598.4375,0,53.4609375,0.0013519021162018419,0.004741409954556739
2022-04-22 21:00:00,39605.40234375,39665.09375,39597.87890625,39647.18359375,0,48.74609375,0.0012310105354536027,0.004601690064325002
2022-04-22 22:00:00,39646.234375,39718.46484375,39536.20703125,39718.46484375,0,71.28125,0.0017978893716736888,0.004755435598469102
2022-04-22 23:00:00,39718.515625,39773.734375,39694.8359375,39754.6171875,0,36.15234375,0.0009102150320317026,0.004794331278006591
2022-04-23 00:00:00,39738.72265625,39797.88671875,39614.54296875,39626.38671875,0,-128.23046875,-0.003225549076355305,0.004153800387760634
2022-04-23 01:00:00,39618.15625,39689.33203125,39606.1484375,39639.08203125,0,12.6953125,0.00032037522346173297,0.001771774871101654
2022-04-23 02:00:00,39648.20703125,39648.20703125,39498.84375,39514.22265625,0,-124.859375,-0.003149905815214571,0.002057908827649953
2022-04-23 03:00:00,39516.14453125,39542.015625,39455.44140625,39489.36328125,0,-24.859375,-0.0006291247386102095,0.0019855580709135534
2022-04-23 04:00:00,39485.234375,39558.328125,39352.203125,39536.0859375,197335040,46.72265625,0.0011831706659140018,0.0018953253428377389
2022-04-23 05:00:00,39541.015625,39609.38671875,39536.6015625,39580.56640625,0,44.48046875,0.0011250599976011522,0.0018502359601265978
2022-04-23 06:00:00,39581.14453125,39656.00390625,39572.0859375,39612.14453125,0,31.578125,0.000797818926487448,0.001816282371778314
2022-04-23 07:00:00,39612.5234375,39640.1328125,39586.51953125,39595.07421875,0,-17.0703125,-0.0004309363378832698,0.001770248778612259
2022-04-23 08:00:00,39600.54296875,39680.66015625,39571.7109375,39642.2578125,0,47.18359375,0.0011916531205200531,0.0017061055166378185
2022-04-23 09:00:00,39643.84375,39652.3046875,39532.80078125,39540.76171875,0,-101.49609375,-0.002560300531570525,0.0018072555762951201
2022-04-23 10:00:00,39542.38671875,39640.44921875,39542.38671875,39623.5703125,0,82.80859375,0.0020942589406600653,0.0017084424271575293
2022-04-23 11:00:00,39625.96484375,39672.3046875,39620.515625,39630.01953125,0,6.44921875,0.0001627621816797653,0.0017058240327736606
2022-04-23 12:00:00,39637.109375,39750.2109375,39571.859375,39712.42578125,0,82.40625,0.00207938958836551,0.0014174057002578292
2022-04-23 13:00:00,39707.23046875,39769.34375,39681.43359375,39710.23828125,0,-2.1875,-5.508351496963382e-05,0.0013775991253378664
2022-04-23 14:00:00,39710.2890625,39754.921875,39668.1953125,39695.984375,0,-14.25390625,-0.00035894789019008666,0.0013862242810444361
2022-04-23 15:00:00,39700.234375,39802.66015625,39695.1796875,39799.02734375,0,103.04296875,0.0025958033381052736,0.0015405863397024231
2022-04-23 16:00:00,39797.78125,39935.859375,39764.4453125,39891.19140625,0,92.1640625,0.00231573655566919,0.0016391622596603889
2022-04-23 17:00:00,39883.1875,39883.1875,39746.32421875,39816.859375,0,-74.33203125,-0.0018633695467504818,0.0018036436212538073
2022-04-23 18:00:00,39815.0859375,39840.32421875,39697.01953125,39697.01953125,0,-119.83984375,-0.003009776402034481,0.0021044631971043953
2022-04-23 19:00:00,39693.578125,39764.70703125,39690.6640625,39764.70703125,0,67.6875,0.0017051028213015407,0.0019205624803532923
2022-04-23 20:00:00,39764.390625,39816.16015625,39764.390625,39803.3359375,0,38.62890625,0.0009714369634270525,0.0018529583717617167
2022-04-23 21:00:00,39801.7109375,39896.39453125,39801.7109375,39888.4375,0,85.1015625,0.0021380510074238135,0.001922409302522405
2022-04-23 22:00:00,39891.546875,39924.83203125,39844.0078125,39844.0078125,0,-44.4296875,-0.0011138487813667775,0.001924143769196628
2022-04-23 23:00:00,39842.23828125,39842.23828125,39489.46484375,39489.46484375,349188096,-354.54296875,-0.008898275756254903,0.003504884580325583
2022-04-24 00:00:00,39478.375,39638.4609375,39466.45703125,39599.90234375,45257728,110.4375,0.0027966319735395206,0.0036626801806743893
2022-04-24 01:00:00,39596.87890625,39641.00390625,39522.59765625,39525.66796875,19900416,-74.234375,-0.0018746100522067932,0.003549683333575589
2022-04-24 02:00:00,39524.8671875,39616.05078125,39502.3046875,39577.94140625,15477760,52.2734375,0.0013225187627778912,0.0034694335441606515
2022-04-24 03:00:00,39578.19921875,39805.05078125,39567.6953125,39771.234375,297774080,193.29296875,0.004883856054207936,0.0038689801371183637
2022-04-24 04:00:00,39772.35546875,39802.10546875,39710.421875,39727.33203125,0,-43.90234375,-0.0011038717917590812,0.0037554236131069237
2022-04-24 05:00:00,39729.66796875,39729.8828125,39688.390625,39692.6015625,0,-34.73046875,-0.0008742210204973899,0.003720021951289734
2022-04-24 06:00:00,39692.609375,39784.9765625,39687.3671875,39749.2734375,99773440,56.671875,0.0014277692257274044,0.0037384044475477773
2022-04-24 07:00:00,39748.9296875,39789.4140625,39746.703125,39760.04296875,0,10.76953125,0.0002709365560338295,0.003658332756013454
2022-04-24 08:00:00,39760.796875,39799.890625,39750.890625,39760.95703125,0,0.9140625,2.298947465217971e-05,0.0036484457308555954
2022-04-24 09:00:00,39757.67578125,39781.8359375,39710.35546875,39772.81640625,0,11.859375,0.0002982668397715216,0.0019994267546448023
2022-04-24 10:00:00,39771.09375,39791.171875,39675.953125,39699.96875,0,-72.84765625,-0.0018315941095524702,0.0020002229733813246
2022-04-24 11:00:00,39704.07421875,39723.79296875,39607.52734375,39619.671875,125878272,-80.296875,-0.002022592901915088,0.0020181893000822218
2022-04-24 12:00:00,39621.1328125,39664.453125,39582.7890625,39584.09375,0,-35.578125,-0.0008979914097282382,0.002007908370924511
2022-04-24 13:00:00,39587.1875,39595.7421875,39422.26171875,39569.85546875,353816576,-14.23828125,-0.0003596970373990205,0.0010538348925535992
2022-04-24 14:00:00,39573.5390625,39845.92578125,39435.3125,39828.6328125,668281856,258.77734375,0.006539759639869525,0.0024370559790744825
2022-04-24 15:00:00,39816.1796875,39816.1796875,39665.5,39670.94140625,126396416,-157.69140625,-0.003959247283037759,0.002768889766661868
2022-04-24 16:00:00,39672.71484375,39701.99609375,39233.5390625,39530.35546875,0,-140.5859375,-0.0035438013950899183,0.0029162497518882636
2022-04-24 17:00:00,39531.0625,39531.0625,39277.08203125,39417.8203125,838674432,-112.53515625,-0.0028468035492107413,0.0029847868140028466
2022-04-24 18:00:00,39416.6875,39643.6484375,39416.6875,39643.6484375,334026752,225.828125,0.005729087078119921,0.003644811019214985
2022-04-24 19:00:00,39653.2890625,39740.85546875,39653.2890625,39696.29296875,269903872,52.64453125,0.0013279436511246523,0.003677655918599793
2022-04-24 20:00:00,39695.87109375,39717.0078125,39511.1328125,39511.1328125,167520256,-185.16015625,-0.004664419329930003,0.0039195996116066605
2022-04-24 21:00:00,39513.76953125,39618.1796875,39494.84765625,39618.1796875,152219648,107.046875,0.002709283874699153,0.003996185236670468
2022-04-24 22:00:00,39620.65625,39738.0,39569.3125,39580.3671875,248281088,-37.8125,-0.0009544229517423064,0.003997639153061987
2022-04-24 23:00:00,39579.12890625,39581.21484375,39467.16796875,39467.16796875,0,-113.19921875,-0.0028599840474887728,0.004099375189930849
2022-04-25 00:00:00,39472.60546875,39487.9765625,38919.62109375,38919.62109375,1277106176,-547.546875,-0.01387347770768721,0.005259698872604331
2022-04-25 01:00:00,38908.23828125,39084.8046875,38812.45703125,39070.31640625,5042493440,150.6953125,0.0038719624771526018,0.005558643292040067
2022-04-25 02:00:00,39083.8125,39115.91796875,39014.625,39070.125,1871507456,-0.19140625,-4.899019706128271e-06,0.005527371421145459
2022-04-25 03:00:00,39078.796875,39251.85546875,39078.796875,39245.734375,258422784,175.609375,0.004494722630142611,0.005760564932493838
2022-04-25 04:00:00,39245.8671875,39252.4296875,39131.1328125,39166.953125,193044480,-78.78125,-0.0020073837642387016,0.005347301942614884
2022-04-25 05:00:00,39165.19140625,39220.57421875,39011.08203125,39025.62890625,209514496,-141.32421875,-0.0036082515353943467,0.005316161320069884
2022-04-25 06:00:00,39020.67578125,39036.2578125,38740.3515625,38740.3515625,767297536,-285.27734375,-0.007309999908914011,0.005541691639638708
2022-04-25 07:00:00,38719.7421875,38719.7421875,38409.765625,38484.3984375,1893232640,-255.953125,-0.006606886997064798,0.005452956264096303
2022-04-25 08:00:00,38482.9609375,38557.984375,38435.84765625,38440.69140625,0,-43.70703125,-0.0011357077939254667,0.005446118747041781
2022-04-25 09:00:00,38439.16796875,38609.07421875,38338.37890625,38591.30859375,933392384,150.6171875,0.003918170615305527,0.005858398465435391
2022-04-25 10:00:00,38594.9296875,38628.55859375,38500.09765625,38503.0,389720064,-88.30859375,-0.0022883026507243276,0.004213866882301925
2022-04-25 11:00:00,38496.22265625,38855.125,38408.8046875,38816.15625,1460475904,313.15625,0.00813329480819669,0.004924449774777126
2022-04-25 12:00:00,38824.265625,38955.8046875,38780.75390625,38833.77734375,790874112,17.62109375,0.0004539628714526067,0.004933171115430678
2022-04-25 13:00:00,38834.87890625,39139.609375,38708.49609375,38846.1875,1476823040,12.41015625,0.000319571185160461,0.004621306229428046
2022-04-25 14:00:00,38831.6015625,39325.08203125,38743.21875,39102.74609375,1774161920,256.55859375,0.006604472929293337,0.005183644891714856
2022-04-25 15:00:00,39089.3671875,39270.1953125,38992.00390625,39018.48046875,1062893568,-84.265625,-0.0021549797243899382,0.005095602989526752
2022-04-25 16:00:00,39014.9296875,39594.21875,38988.5703125,39521.10546875,0,502.625,0.012881716406218269,0.005827965829636512
2022-04-25 17:00:00,39515.01171875,39544.88671875,39399.90625,39414.2109375,124841984,-106.89453125,-0.0027047454766800927,0.005292786810789095
2022-04-25 18:00:00,39414.23046875,40154.86328125,39367.5234375,40078.1484375,1320480768,663.9375,0.016845129820125537,0.006797492165073468
2022-04-25 19:00:00,40053.8359375,40287.58203125,39829.4765625,40232.8828125,1840726016,154.734375,0.00386081645566283,0.006797781349128348
2022-04-25 20:00:00,40220.06640625,40285.31640625,40120.54296875,40142.27734375,523800576,-90.60546875,-0.002252025269286695,0.00679394554484155
2022-04-25 21:00:00,40144.37890625,40205.65625,40094.296875,40200.765625,156284928,58.48828125,0.0014570244918878927,0.006691603695029177
2022-04-25 22:00:00,40206.87890625,40470.94140625,40164.10546875,40375.54296875,533229568,174.77734375,0.004347612316152327,0.006605384611624642
2022-04-25 23:00:00,40373.390625,40491.75390625,40296.328125,40458.96875,448700416,83.42578125,0.002066245432651437,0.006522155229320014
2022-04-26 00:00:00,40448.421875,40648.0390625,40411.9296875,40575.82421875,0,116.85546875,0.0028882463483452803,0.006468945367303469
2022-04-26 01:00:00,40575.04296875,40587.24609375,40475.59765625,40476.15234375,0,-99.671875,-0.002456435005796953,0.006500010899336775
2022-04-26 02:00:00,40473.203125,40554.58984375,40436.015625,40494.26171875,0,18.109375,0.0004474085097367908,0.005685266978534416
2022-04-26 03:00:00,40500.4609375,40593.4140625,40500.4609375,40527.2890625,0,33.02734375,0.0008156055289856301,0.005434063462153505
2022-04-26 04:00:00,40524.66015625,40610.98046875,40505.98828125,40588.5703125,132677632,61.28125,0.0015120984259642256,0.002278021517274462
2022-04-26 05:00:00,40578.8359375,40644.84765625,40557.21875,40606.625,62136320,18.0546875,0.00044482196246353745,0.0020948871248475504
2022-04-26 06:00:00,40604.828125,40604.828125,40491.43359375,40519.94140625,0,-86.68359375,-0.0021347155482633884,0.0020753441141662366
2022-04-26 07:00:00,40516.22265625,40644.21484375,40468.7421875,40615.890625,0,95.94921875,0.0023679505798890332,0.002120126589516428
2022-04-26 08:00:00,40611.34375,40713.890625,40501.58203125,40505.31640625,0,-110.57421875,-0.0027224373773042654,0.002069043338303923
2022-04-26 09:00:00,40512.21484375,40525.1875,40395.1875,40402.4609375,63377408,-102.85546875,-0.002539307870562113,0.002148905070276348
2022-04-26 10:00:00,40397.046875,40424.828125,40365.21875,40387.42578125,0,-15.03515625,-0.00037213466460017663,0.001867734530335953
2022-04-26 11:00:00,40384.98046875,40521.3203125,40330.28515625,40478.98828125,0,91.5625,0.002267104135230902,0.0019047059883638923
2022-04-26 12:00:00,40474.10546875,40584.83984375,40307.9375,40325.57421875,0,-153.4140625,-0.003789967808337291,0.002238365138383417
2022-04-26 13:00:00,40318.68359375,40330.46484375,39925.98046875,39925.98046875,69404672,-399.59375,-0.009909189335590485,0.003685007423524374
2022-04-26 14:00:00,39912.59765625,39912.59765625,39357.87109375,39359.48828125,228679680,-566.4921875,-0.014188560452344845,0.0052691908816217825
2022-04-26 15:00:00,39338.43359375,39347.41796875,38791.3125,38791.3125,757071872,-568.17578125,-0.014435547972321272,0.006190730110804161
2022-04-26 16:00:00,38772.92578125,38844.5,38527.890625,38678.30078125,0,-113.01171875,-0.002913325470748074,0.006161867151553873
2022-04-26 17:00:00,38667.859375,38691.71484375,38172.0,38439.34765625,1190504448,-238.953125,-0.006177963358613647,0.005656357881316841
2022-04-26 18:00:00,38422.2421875,38436.2265625,38294.25390625,38418.22265625,0,-21.125,-0.00054956707873699,0.005813530458735428
2022-04-26 19:00:00,38416.171875,38532.88671875,38009.421875,38347.51953125,368906240,-70.703125,-0.001840353876664813,0.005853948054677947
2022-04-26 20:00:00,38343.796875,38349.80859375,37884.984375,38084.5390625,1192947712,-262.98046875,-0.006857822147680048,0.005615152418217388
2022-04-26 21:00:00,38100.62109375,38426.91015625,38093.91015625,38381.59765625,567277568,297.05859375,0.007799978706910515,0.006675217206456804
2022-04-26 22:00:00,38380.83203125,38433.2421875,38278.23828125,38290.41796875,0,-91.1796875,-0.0023756094865204913,0.006725239346238566
2022-04-26 23:00:00,38288.91796875,38288.91796875,37918.67578125,38115.2421875,777648128,-175.17578125,-0.004574924760366028,0.00651357104990408
2022-04-27 00:00:00,38120.30078125,38215.72265625,37997.3125,38161.34375,271462400,46.1015625,0.0012095308819819461,0.005776289141417053
2022-04-27 01:00:00,38168.59765625,38303.44140625,38168.59765625,38301.0078125,394854400,139.6640625,0.003659830833394162,0.004518072219491283
2022-04-27 02:00:00,38303.04296875,38408.22265625,38300.44140625,38401.953125,188465152,100.9453125,0.0026355784942833083,0.004632041169375729
2022-04-27 03:00:00,38409.796875,38445.328125,38368.8203125,38368.8203125,240709632,-33.1328125,-0.000862789775096906,0.004221260699316711
2022-04-27 04:00:00,38366.8046875,38445.8203125,38347.95703125,38414.828125,159277056,46.0078125,0.0011990937465704565,0.0042402250845696675
2022-04-27 05:00:00,38415.953125,38502.53125,38408.078125,38449.39453125,120926208,34.56640625,0.000899819364999388,0.004196448231203996
2022-04-27 06:00:00,38440.140625,38660.68359375,38429.8984375,38626.81640625,75808768,177.421875,0.004614425718870496,0.0035484510377723653
2022-04-27 07:00:00,38634.84765625,38895.953125,38634.84765625,38895.953125,676806656,269.13671875,0.006967613274659001,0.003388329082845397
2022-04-27 08:00:00,38900.40625,39161.33203125,38792.55078125,38960.671875,1218912256,64.71875,0.0016638941792226358,0.0031272373760546706
2022-04-27 09:00:00,38965.06640625,39085.9140625,38900.43359375,39080.41015625,521342976,119.73828125,0.0030733115084402574,0.002212287646172103
2022-04-27 10:00:00,39077.59765625,39103.46875,38991.08984375,39103.46875,259895296,23.05859375,0.0005900294714873411,0.0022607697938361593
2022-04-27 11:00:00,39098.51953125,39100.85546875,38761.41015625,38954.07421875,255299584,-149.39453125,-0.0038204930668714887,0.0029471461110878454
2022-04-27 12:00:00,38948.16796875,39090.66015625,38918.78125,38922.1171875,430968832,-31.95703125,-0.0008203771207740962,0.003026298596089792
2022-04-27 13:00:00,38918.80859375,39397.91796875,38836.828125,39328.9921875,497975296,406.875,0.010453568032796179,0.0040495352155367785
2022-04-27 14:00:00,39328.140625,39340.859375,38555.90234375,38719.7890625,196608,-609.203125,-0.01548992463614729,0.007000662402727511
2022-04-27 15:00:00,38721.72265625,39021.01171875,38708.30078125,38962.3671875,93069312,242.578125,0.006264965044319837,0.007210481337507204
2022-04-27 16:00:00,38978.90234375,39256.26171875,38978.90234375,39164.234375,0,201.8671875,0.005181081183505798,0.007241150204622797
2022-04-27 17:00:00,39171.30859375,39202.73828125,39018.7890625,39127.25,0,-36.984375,-0.0009443405594469212,0.006994019411524443
2022-04-27 18:00:00,39125.4296875,39159.17578125,38877.39453125,38877.39453125,0,-249.85546875,-0.006385715038751738,0.00731573447685245
2022-04-27 19:00:00,38863.23828125,38863.23828125,38730.6328125,38859.49609375,0,-17.8984375,-0.00046038161033690184,0.007225390658313221
2022-04-27 20:00:00,38863.1328125,39183.546875,38861.8046875,39113.65625,0,254.16015625,0.0065404902739043536,0.007566076350041587
2022-04-27 21:00:00,39110.2734375,39268.37109375,39110.00390625,39207.9140625,0,94.2578125,0.002409844068208322,0.0074676526355382696
2022-04-27 22:00:00,39215.94921875,39252.12109375,39091.671875,39096.109375,0,-111.8046875,-0.0028515846908299114,0.007540116918607224
2022-04-27 23:00:00,39085.37890625,39246.50390625,39085.37890625,39242.2421875,0,146.1328125,0.0037377840106371796,0.006816654882524145
2022-04-28 00:00:00,39241.4296875,39366.91796875,39163.73828125,39350.76953125,0,108.52734375,0.002765574485562139,0.004214781760728192
2022-04-28 01:00:00,39353.734375,39600.1171875,39258.64453125,39265.60546875,315695104,-85.1640625,-0.0021642286418914747,0.004022386314695459
2022-04-28 02:00:00,39266.5,39447.09765625,39243.55859375,39439.1015625,40222720,173.49609375,0.004418525874714474,0.003936042584252059
2022-04-28 03:00:00,39439.1796875,39487.4296875,39354.18359375,39363.2578125,378748928,-75.84375,-0.0019230597806546568,0.003993405557151552
2022-04-28 04:00:00,39362.73046875,39376.36328125,39323.55078125,39375.796875,131665920,12.5390625,0.0003185473763307467,0.0031656645966561285
2022-04-28 05:00:00,39383.10546875,39406.33203125,39268.9765625,39327.89453125,176988160,-47.90234375,-0.001216542839807655,0.003220390371650279
2022-04-28 06:00:00,39325.359375,39419.0625,39300.47265625,39379.234375,0,51.33984375,0.0013054307727866643,0.002627312395454246
2022-04-28 07:00:00,39381.17578125,39574.75390625,39381.17578125,39440.57421875,0,61.33984375,0.0015576697902726089,0.0025783351002914793
2022-04-28 08:00:00,39437.21484375,39663.13671875,39389.953125,39663.13671875,484718592,222.5625,0.005642983257941436,0.0027125414001716607
2022-04-28 09:00:00,39648.18359375,39786.8671875,39638.3671875,39765.9375,458270720,102.80078125,0.0025918469832317825,0.002627764856727979
2022-04-28 10:00:00,39763.70703125,39798.5078125,39630.66015625,39686.3515625,133093376,-79.5859375,-0.002001359517803447,0.002767027051479062
2022-04-28 11:00:00,39686.3203125,39735.5703125,39646.5859375,39679.3125,0,-7.0390625,-0.0001773673372044149,0.002592108727991361
2022-04-28 12:00:00,39676.7734375,39779.5859375,39572.83203125,39572.83203125,0,-106.48046875,-0.002683526050256013,0.0025395377906379957
2022-04-28 13:00:00,39573.4921875,39573.4921875,39134.33203125,39148.26953125,232450048,-424.5625,-0.010728635738395775,0.004316743405160906
2022-04-28 14:00:00,39141.796875,39164.46875,38941.421875,39164.03515625,0,15.765625,0.00040271575701233964,0.0043186830723460756
2022-04-28 15:00:00,39223.9453125,40063.59375,39223.9453125,39382.32421875,2242514944,218.2890625,0.00557371224974923,0.004714535812234444
2022-04-28 16:00:00,39390.79296875,39972.5078125,39354.66796875,39864.3125,0,481.98828125,0.012238695679127165,0.006082083808952247
2022-04-28 17:00:00,39881.7421875,40187.45703125,39881.7421875,40187.45703125,726861824,323.14453125,0.008106110728737681,0.0064606340243984805
2022-04-28 18:00:00,40194.546875,40269.46484375,40121.38671875,40130.7578125,392105984,-56.69921875,-0.0014108685380592734,0.006390837570009134
2022-04-28 19:00:00,40123.6328125,40178.9453125,39945.390625,39945.390625,0,-185.3671875,-0.004619080167039935,0.006618006292782117
